Fin de Limpieza 98;7872,8908;;;8348,8525;;;8054,2248;;;7874,9082;;;;;Libre;0;;;364,5406;672,6274;226,55;16;12;10;38;0;;;;;;;;;;;;;;;;;;
Llegada Handball 99;7874,9082;;;8348,8525;;;8054,2248;0,1424;634,192;8509,1002;Handball;0,9021;123,147;7998,0552;Ocupada;0;;;364,5406;672,6274;226,55;16;12;11;39;0;Jugando;7874,9082;Handball;;;;;;;;;;;;;;;
Fin Ocupacion 100;7998,0552;;;8348,8525;;;8054,2248;;;8509,1002;;;;;Limpiando;0;10;8008,0552;364,5406;672,6274;226,55;16;12;11;39;0;Finalizo;7874,9082;Handball;;;;;;;;;;;;;;;
Fin de Limpieza 101;8008,0552;;;8348,8525;;;8054,2248;;;8509,1002;;;;;Libre;0;;;364,5406;672,6274;226,55;16;12;11;39;0;;;;;;;;;;;;;;;;;;
Llegada Futbol 102;8054,2248;;;8348,8525;0,3814;288,1862;8342,4111;;;8509,1002;Futbol;0,358;87,16;8141,3848;Ocupada;0;;;364,5406;672,6274;226,55;16;13;11;40;0;Jugando;8054,2248;Futbol;;;;;;;;;;;;;;;
Fin Ocupacion 103;8141,3848;;;8348,8525;;;8342,4111;;;8509,1002;;;;;Limpiando;0;10;8151,3848;364,5406;672,6274;226,55;16;13;11;40;0;Finalizo;8054,2248;Futbol;;;;;;;;;;;;;;;
Fin de Limpieza 104;8151,3848;;;8348,8525;;;8342,4111;;;8509,1002;;;;;Libre;0;;;364,5406;672,6274;226,55;16;13;11;40;0;;;;;;;;;;;;;;;;;;
Llegada Futbol 105;8342,4111;;;8348,8525;0,5643;498,5066;8840,9177;;;8509,1002;Futbol;0,3342;86,684;8429,095;Ocupada;0;;;364,5406;672,6274;226,55;16;14;11;41;0;Jugando;8342,4111;Futbol;;;;;;;;;;;;;;;
Llegada Basket 106;8348,8525;0,6606;518,5595;8867,412;;;8840,9177;;;8509,1002;;;;8429,095;Ocupada;1;;;364,5406;672,6274;226,55;16;14;11;42;0;Jugando;8342,4111;Futbol;En Espera;8348,8525;Basket;;;;;;;;;;;;
Fin Ocupacion 107;8429,095;;;8867,412;;;8840,9177;;;8509,1002;Basket;0,4581;97,486;8526,581;Ocupada;0;;;444,783;672,6274;226,55;17;14;11;42;0;Finalizo;8342,4111;Futbol;Jugando;8348,8525;Basket;;;;;;;;;;;;
Llegada Handball 108;8509,1002;;;8867,412;;;8840,9177;0,6623;758,9564;9268,0566;;;;8526,581;Ocupada;1;;;444,783;672,6274;226,55;17;14;11;43;0;En Espera;8509,1002;Handball;Jugando;8348,8525;Basket;;;;;;;;;;;;
Fin Ocupacion 109;8526,581;;;8867,412;;;8840,9177;;;9268,0566;Handball;0,2288;76,016;8602,597;Ocupada;0;;;444,783;672,6274;244,0307;17;14;12;43;0;Jugando;8509,1002;Handball;Finalizo;8348,8525;Basket;;;;;;;;;;;;
Fin Ocupacion 110;8602,597;;;8867,412;;;8840,9177;;;9268,0566;;;;;Limpiando;0;10;8612,597;444,783;672,6274;244,0307;17;14;12;43;0;Finalizo;8509,1002;Handball;;;;;;;;;;;;;;;
Fin de Limpieza 111;8612,597;;;8867,412;;;8840,9177;;;9268,0566;;;;;Libre;0;;;444,783;672,6274;244,0307;17;14;12;43;0;;;;;;;;;;;;;;;;;;
Llegada Futbol 112;8840,9177;;;8867,412;0,0099;5,972;8846,8897;;;9268,0566;Futbol;0,8211;96,422;8937,3397;Ocupada;0;;;444,783;672,6274;244,0307;17;15;12;44;0;Jugando;8840,9177;Futbol;;;;;;;;;;;;;;;
Llegada Futbol 113;8846,8897;;;8867,412;0,9556;1870,045;10716,9347;;;9268,0566;;;;8937,3397;Ocupada;1;;;444,783;672,6274;244,0307;17;15;12;45;0;Jugando;8840,9177;Futbol;En Espera;8846,8897;Futbol;;;;;;;;;;;;
